COD_ESTADO,COD_MUNICIPIO,COD_PARROQUIA,COD_CENTRO,MESA,CANDIDATO,TOTAL VOTOS EN MESA,PARTIDO,VOTOS POR PARTIDO
5,2,10,50210010,2,JORGE ALBERTO ARREAZA MONTSERRAT,153,MOVIMIENTO ELECTORAL DEL PUEBLO ,0
5,2,10,50210010,2,JORGE ALBERTO ARREAZA MONTSERRAT,153,ALIANZA PARA EL CAMBIO ,0
5,2,10,50210010,2,JORGE ALBERTO ARREAZA MONTSERRAT,153,PATRIA PARA TODOS ,0
5,2,10,50210010,2,JORGE ALBERTO ARREAZA MONTSERRAT,153,POR LA DEMOCRACIA SOCIAL ,0
5,2,10,50210010,2,ADOLFO RAMON SUPERLANO,6,MOVIMIENTO DE INTEGRIDAD NACIONAL-UNIDAD,6
5,2,10,50210010,2,ADOLFO RAMON SUPERLANO,6,VOLUNTAD POPULAR ACTIVISTAS,0
5,2,10,50210010,2,CLAUDIO ELOY FERMIN MALDONADO,5,VENEZUELA UNIDA,2
5,2,10,50210010,2,CLAUDIO ELOY FERMIN MALDONADO,5,COMITÉ DE ORGANIZACIÓN POLÍTICA ELECTORAL  INDEPENDIENTE ,1
5,2,10,50210010,2,CLAUDIO ELOY FERMIN MALDONADO,5,ACCIÓN DEMOCRÁTICA,1
5,2,10,50210010,2,CLAUDIO ELOY FERMIN MALDONADO,5,PRIMERO VENEZUELA,1
5,2,10,50210010,2,CLAUDIO ELOY FERMIN MALDONADO,5,CAMBIEMOS MOVIMIENTO CIUDADANO,0
5,2,10,50210010,2,CLAUDIO ELOY FERMIN MALDONADO,5,MOVIMIENTO REPUBLICANO,0
5,2,10,50210010,2,CLAUDIO ELOY FERMIN MALDONADO,5,SOLUCIONES POR VENEZUELA,0
5,2,10,50210010,2,CLAUDIO ELOY FERMIN MALDONADO,5,NUEVA VISIÓN PARA MI PAÍS,0
5,2,10,50210010,2,CLAUDIO ELOY FERMIN MALDONADO,5,COMPROMISO PAÍS,0
5,2,10,50210010,2,CLAUDIO ELOY FERMIN MALDONADO,5,ESPERANZA POR EL CAMBIO,0
5,2,10,50210010,2,JESUS LEONARDO MACABEO LUCENA,1,ALIANZA DEL LÁPIZ PARTIDO POPULAR,1
5,2,10,50210010,2,PEDRO JOSE DIAZ BAPTISTA,0,MOVIMIENTO ECOLÓGICO DE VENEZUELA ,0
5,2,10,50210010,1,SERGIO RAMON GARRIDO QUINTERO,193,MESA DE LA UNIDAD DEMOCRÁTICA,178
5,2,10,50210010,1,SERGIO RAMON GARRIDO QUINTERO,193,UNIÓN PARA EL PROGRESO,5
5,2,10,50210010,1,SERGIO RAMON GARRIDO QUINTERO,193,PARTIDO UNIÓN Y ENTENDIMIENTO,4
5,2,10,50210010,1,SERGIO RAMON GARRIDO QUINTERO,193,CONVERGENCIA,3
5,2,10,50210010,1,SERGIO RAMON GARRIDO QUINTERO,193,MOVIMIENTO AL SOCIALISMO ,1
5,2,10,50210010,1,SERGIO RAMON GARRIDO QUINTERO,193,MOVIMIENTO CENTRADOS,1
5,2,10,50210010,1,SERGIO RAMON GARRIDO QUINTERO,193,MOVIMIENTO PROGRESISTA DE VENEZUELA,1
5,2,10,50210010,1,JORGE ALBERTO ARREAZA MONTSERRAT,170,PARTIDO SOCIALISTA UNIDO DE VENEZUELA,129
5,2,10,50210010,1,JORGE ALBERTO ARREAZA MONTSERRAT,170,MOVIMIENTO SOMOS VENEZUELA,33
5,2,10,50210010,1,JORGE ALBERTO ARREAZA MONTSERRAT,170,TENDENCIAS UNIFICADAS PARA ALCANZAR EL MOVIMIENTO DE ACCIÓN REVOLUCIONARIA ORGANIZADA ,4
5,2,10,50210010,1,JORGE ALBERTO ARREAZA MONTSERRAT,170,ALIANZA PARA EL CAMBIO ,2
5,2,10,50210010,1,JORGE ALBERTO ARREAZA MONTSERRAT,170,MOVIMIENTO ELECTORAL DEL PUEBLO ,1
5,2,10,50210010,1,JORGE ALBERTO ARREAZA MONTSERRAT,170,ORGANIZACIÓN RENOVADORA AUTENTICA ,1
5,2,10,50210010,1,JORGE ALBERTO ARREAZA MONTSERRAT,170,PATRIA PARA TODOS ,0
5,2,10,50210010,1,JORGE ALBERTO ARREAZA MONTSERRAT,170,UNIDAD POPULAR VENEZOLANA ,0
5,2,10,50210010,1,JORGE ALBERTO ARREAZA MONTSERRAT,170,POR LA DEMOCRACIA SOCIAL ,0
5,2,10,50210010,1,CLAUDIO ELOY FERMIN MALDONADO,19,ACCIÓN DEMOCRÁTICA,7
5,2,10,50210010,1,CLAUDIO ELOY FERMIN MALDONADO,19,VENEZUELA UNIDA,6
5,2,10,50210010,1,CLAUDIO ELOY FERMIN MALDONADO,19,MOVIMIENTO REPUBLICANO,2
5,2,10,50210010,1,CLAUDIO ELOY FERMIN MALDONADO,19,ESPERANZA POR EL CAMBIO,1
5,2,10,50210010,1,CLAUDIO ELOY FERMIN MALDONADO,19,PRIMERO VENEZUELA,1
5,2,10,50210010,1,CLAUDIO ELOY FERMIN MALDONADO,19,CAMBIEMOS MOVIMIENTO CIUDADANO,1
5,2,10,50210010,1,CLAUDIO ELOY FERMIN MALDONADO,19,NUEVA VISIÓN PARA MI PAÍS,1
5,2,10,50210010,1,CLAUDIO ELOY FERMIN MALDONADO,19,COMPROMISO PAÍS,0
5,2,10,50210010,1,CLAUDIO ELOY FERMIN MALDONADO,19,COMITÉ DE ORGANIZACIÓN POLÍTICA ELECTORAL  INDEPENDIENTE ,0
5,2,10,50210010,1,CLAUDIO ELOY FERMIN MALDONADO,19,SOLUCIONES POR VENEZUELA,0
5,2,10,50210010,1,ADOLFO RAMON SUPERLANO,6,MOVIMIENTO DE INTEGRIDAD NACIONAL-UNIDAD,6
5,2,10,50210010,1,ADOLFO RAMON SUPERLANO,6,VOLUNTAD POPULAR ACTIVISTAS,0
5,2,10,50210010,1,PEDRO JOSE DIAZ BAPTISTA,1,MOVIMIENTO ECOLÓGICO DE VENEZUELA ,1
5,2,10,50210010,1,JESUS LEONARDO MACABEO LUCENA,0,ALIANZA DEL LÁPIZ PARTIDO POPULAR,0
5,2,10,50210011,5,SERGIO RAMON GARRIDO QUINTERO,218,MESA DE LA UNIDAD DEMOCRÁTICA,208
5,2,10,50210011,5,SERGIO RAMON GARRIDO QUINTERO,218,MOVIMIENTO PROGRESISTA DE VENEZUELA,4
5,2,10,50210011,5,SERGIO RAMON GARRIDO QUINTERO,218,UNIÓN PARA EL PROGRESO,2
5,2,10,50210011,5,SERGIO RAMON GARRIDO QUINTERO,218,CONVERGENCIA,2
5,2,10,50210011,5,SERGIO RAMON GARRIDO QUINTERO,218,MOVIMIENTO AL SOCIALISMO ,1
5,2,10,50210011,5,SERGIO RAMON GARRIDO QUINTERO,218,MOVIMIENTO CENTRADOS,1
5,2,10,50210011,5,SERGIO RAMON GARRIDO QUINTERO,218,PARTIDO UNIÓN Y ENTENDIMIENTO,0
5,2,10,50210011,5,JORGE ALBERTO ARREAZA MONTSERRAT,131,PARTIDO SOCIALISTA UNIDO DE VENEZUELA,114
5,2,10,50210011,5,JORGE ALBERTO ARREAZA MONTSERRAT,131,MOVIMIENTO SOMOS VENEZUELA,8
5,2,10,50210011,5,JORGE ALBERTO ARREAZA MONTSERRAT,131,MOVIMIENTO ELECTORAL DEL PUEBLO ,4
5,2,10,50210011,5,JORGE ALBERTO ARREAZA MONTSERRAT,131,TENDENCIAS UNIFICADAS PARA ALCANZAR EL MOVIMIENTO DE ACCIÓN REVOLUCIONARIA ORGANIZADA ,2
5,2,10,50210011,5,JORGE ALBERTO ARREAZA MONTSERRAT,131,UNIDAD POPULAR VENEZOLANA ,2
5,2,10,50210011,5,JORGE ALBERTO ARREAZA MONTSERRAT,131,PATRIA PARA TODOS ,1
5,2,10,50210011,5,JORGE ALBERTO ARREAZA MONTSERRAT,131,POR LA DEMOCRACIA SOCIAL ,0
5,2,10,50210011,5,JORGE ALBERTO ARREAZA MONTSERRAT,131,ORGANIZACIÓN RENOVADORA AUTENTICA ,0
5,2,10,50210011,5,JORGE ALBERTO ARREAZA MONTSERRAT,131,ALIANZA PARA EL CAMBIO ,0
5,2,10,50210011,5,ADOLFO RAMON SUPERLANO,9,MOVIMIENTO DE INTEGRIDAD NACIONAL-UNIDAD,8
5,2,10,50210011,5,ADOLFO RAMON SUPERLANO,9,VOLUNTAD POPULAR ACTIVISTAS,1
5,2,10,50210011,5,CLAUDIO ELOY FERMIN MALDONADO,9,ACCIÓN DEMOCRÁTICA,4
5,2,10,50210011,5,CLAUDIO ELOY FERMIN MALDONADO,9,VENEZUELA UNIDA,2
5,2,10,50210011,5,CLAUDIO ELOY FERMIN MALDONADO,9,CAMBIEMOS MOVIMIENTO CIUDADANO,1
5,2,10,50210011,5,CLAUDIO ELOY FERMIN MALDONADO,9,COMITÉ DE ORGANIZACIÓN POLÍTICA ELECTORAL  INDEPENDIENTE ,1
5,2,10,50210011,5,CLAUDIO ELOY FERMIN MALDONADO,9,SOLUCIONES POR VENEZUELA,1
5,2,10,50210011,5,CLAUDIO ELOY FERMIN MALDONADO,9,ESPERANZA POR EL CAMBIO,0
5,2,10,50210011,5,CLAUDIO ELOY FERMIN MALDONADO,9,PRIMERO VENEZUELA,0
5,2,10,50210011,5,CLAUDIO ELOY FERMIN MALDONADO,9,MOVIMIENTO REPUBLICANO,0
5,2,10,50210011,5,CLAUDIO ELOY FERMIN MALDONADO,9,NUEVA VISIÓN PARA MI PAÍS,0
5,2,10,50210011,5,CLAUDIO ELOY FERMIN MALDONADO,9,COMPROMISO PAÍS,0
5,2,10,50210011,5,PEDRO JOSE DIAZ BAPTISTA,0,MOVIMIENTO ECOLÓGICO DE VENEZUELA ,0
5,2,10,50210011,5,JESUS LEONARDO MACABEO LUCENA,0,ALIANZA DEL LÁPIZ PARTIDO POPULAR,0
5,2,10,50210011,4,SERGIO RAMON GARRIDO QUINTERO,172,MESA DE LA UNIDAD DEMOCRÁTICA,166
5,2,10,50210011,4,SERGIO RAMON GARRIDO QUINTERO,172,MOVIMIENTO PROGRESISTA DE VENEZUELA,3
5,2,10,50210011,4,SERGIO RAMON GARRIDO QUINTERO,172,MOVIMIENTO AL SOCIALISMO ,1
5,2,10,50210011,4,SERGIO RAMON GARRIDO QUINTERO,172,MOVIMIENTO CENTRADOS,1
5,2,10,50210011,4,SERGIO RAMON GARRIDO QUINTERO,172,UNIÓN PARA EL PROGRESO,1
5,2,10,50210011,4,SERGIO RAMON GARRIDO QUINTERO,172,CONVERGENCIA,0
5,2,10,50210011,4,SERGIO RAMON GARRIDO QUINTERO,172,PARTIDO UNIÓN Y ENTENDIMIENTO,0
5,2,10,50210011,4,JORGE ALBERTO ARREAZA MONTSERRAT,135,PARTIDO SOCIALISTA UNIDO DE VENEZUELA,114
5,2,10,50210011,4,JORGE ALBERTO ARREAZA MONTSERRAT,135,MOVIMIENTO SOMOS VENEZUELA,7
5,2,10,50210011,4,JORGE ALBERTO ARREAZA MONTSERRAT,135,UNIDAD POPULAR VENEZOLANA ,6
5,2,10,50210011,4,JORGE ALBERTO ARREAZA MONTSERRAT,135,MOVIMIENTO ELECTORAL DEL PUEBLO ,4
5,2,10,50210011,4,JORGE ALBERTO ARREAZA MONTSERRAT,135,PATRIA PARA TODOS ,3
5,2,10,50210011,4,JORGE ALBERTO ARREAZA MONTSERRAT,135,TENDENCIAS UNIFICADAS PARA ALCANZAR EL MOVIMIENTO DE ACCIÓN REVOLUCIONARIA ORGANIZADA ,1
5,2,10,50210011,4,JORGE ALBERTO ARREAZA MONTSERRAT,135,ALIANZA PARA EL CAMBIO ,0
5,2,10,50210011,4,JORGE ALBERTO ARREAZA MONTSERRAT,135,POR LA DEMOCRACIA SOCIAL ,0
5,2,10,50210011,4,JORGE ALBERTO ARREAZA MONTSERRAT,135,ORGANIZACIÓN RENOVADORA AUTENTICA ,0
5,2,10,50210011,4,CLAUDIO ELOY FERMIN MALDONADO,9,VENEZUELA UNIDA,4
5,2,10,50210011,4,CLAUDIO ELOY FERMIN MALDONADO,9,ACCIÓN DEMOCRÁTICA,2
5,2,10,50210011,4,CLAUDIO ELOY FERMIN MALDONADO,9,PRIMERO VENEZUELA,2
5,2,10,50210011,4,CLAUDIO ELOY FERMIN MALDONADO,9,NUEVA VISIÓN PARA MI PAÍS,1
5,2,10,50210011,4,CLAUDIO ELOY FERMIN MALDONADO,9,COMPROMISO PAÍS,0
5,2,10,50210011,4,CLAUDIO ELOY FERMIN MALDONADO,9,ESPERANZA POR EL CAMBIO,0
5,2,10,50210011,4,CLAUDIO ELOY FERMIN MALDONADO,9,CAMBIEMOS MOVIMIENTO CIUDADANO,0
5,2,10,50210011,4,CLAUDIO ELOY FERMIN MALDONADO,9,MOVIMIENTO REPUBLICANO,0
5,2,10,50210011,4,CLAUDIO ELOY FERMIN MALDONADO,9,COMITÉ DE ORGANIZACIÓN POLÍTICA ELECTORAL  INDEPENDIENTE ,0
5,2,10,50210011,4,CLAUDIO ELOY FERMIN MALDONADO,9,SOLUCIONES POR VENEZUELA,0
5,2,10,50210011,4,ADOLFO RAMON SUPERLANO,5,MOVIMIENTO DE INTEGRIDAD NACIONAL-UNIDAD,4
5,2,10,50210011,4,ADOLFO RAMON SUPERLANO,5,VOLUNTAD POPULAR ACTIVISTAS,1
5,2,10,50210011,4,PEDRO JOSE DIAZ BAPTISTA,1,MOVIMIENTO ECOLÓGICO DE VENEZUELA ,1
5,2,10,50210011,4,JESUS LEONARDO MACABEO LUCENA,0,ALIANZA DEL LÁPIZ PARTIDO POPULAR,0
5,2,10,50210011,3,SERGIO RAMON GARRIDO QUINTERO,206,MESA DE LA UNIDAD DEMOCRÁTICA,192
5,2,10,50210011,3,SERGIO RAMON GARRIDO QUINTERO,206,MOVIMIENTO AL SOCIALISMO ,5
5,2,10,50210011,3,SERGIO RAMON GARRIDO QUINTERO,206,MOVIMIENTO PROGRESISTA DE VENEZUELA,3
5,2,10,50210011,3,SERGIO RAMON GARRIDO QUINTERO,206,PARTIDO UNIÓN Y ENTENDIMIENTO,3
5,2,10,50210011,3,SERGIO RAMON GARRIDO QUINTERO,206,MOVIMIENTO CENTRADOS,2
5,2,10,50210011,3,SERGIO RAMON GARRIDO QUINTERO,206,UNIÓN PARA EL PROGRESO,1
5,2,10,50210011,3,SERGIO RAMON GARRIDO QUINTERO,206,CONVERGENCIA,0
5,2,10,50210011,3,JORGE ALBERTO ARREAZA MONTSERRAT,139,PARTIDO SOCIALISTA UNIDO DE VENEZUELA,119
5,2,10,50210011,3,JORGE ALBERTO ARREAZA MONTSERRAT,139,MOVIMIENTO SOMOS VENEZUELA,10
5,2,10,50210011,3,JORGE ALBERTO ARREAZA MONTSERRAT,139,MOVIMIENTO ELECTORAL DEL PUEBLO ,4
5,2,10,50210011,3,JORGE ALBERTO ARREAZA MONTSERRAT,139,TENDENCIAS UNIFICADAS PARA ALCANZAR EL MOVIMIENTO DE ACCIÓN REVOLUCIONARIA ORGANIZADA ,2
5,2,10,50210011,3,JORGE ALBERTO ARREAZA MONTSERRAT,139,POR LA DEMOCRACIA SOCIAL ,1
5,2,10,50210011,3,JORGE ALBERTO ARREAZA MONTSERRAT,139,ALIANZA PARA EL CAMBIO ,1
5,2,10,50210011,3,JORGE ALBERTO ARREAZA MONTSERRAT,139,PATRIA PARA TODOS ,1
5,2,10,50210011,3,JORGE ALBERTO ARREAZA MONTSERRAT,139,UNIDAD POPULAR VENEZOLANA ,1
5,2,10,50210011,3,JORGE ALBERTO ARREAZA MONTSERRAT,139,ORGANIZACIÓN RENOVADORA AUTENTICA ,0
5,2,10,50210011,3,CLAUDIO ELOY FERMIN MALDONADO,8,SOLUCIONES POR VENEZUELA,3
5,2,10,50210011,3,CLAUDIO ELOY FERMIN MALDONADO,8,VENEZUELA UNIDA,2
5,2,10,50210011,3,CLAUDIO ELOY FERMIN MALDONADO,8,ESPERANZA POR EL CAMBIO,1
5,2,10,50210011,3,CLAUDIO ELOY FERMIN MALDONADO,8,CAMBIEMOS MOVIMIENTO CIUDADANO,1
5,2,10,50210011,3,CLAUDIO ELOY FERMIN MALDONADO,8,COMITÉ DE ORGANIZACIÓN POLÍTICA ELECTORAL  INDEPENDIENTE ,1
5,2,10,50210011,3,CLAUDIO ELOY FERMIN MALDONADO,8,PRIMERO VENEZUELA,0
5,2,10,50210011,3,CLAUDIO ELOY FERMIN MALDONADO,8,MOVIMIENTO REPUBLICANO,0
5,2,10,50210011,3,CLAUDIO ELOY FERMIN MALDONADO,8,ACCIÓN DEMOCRÁTICA,0
5,2,10,50210011,3,CLAUDIO ELOY FERMIN MALDONADO,8,NUEVA VISIÓN PARA MI PAÍS,0
5,2,10,50210011,3,CLAUDIO ELOY FERMIN MALDONADO,8,COMPROMISO PAÍS,0
5,2,10,50210011,3,ADOLFO RAMON SUPERLANO,4,MOVIMIENTO DE INTEGRIDAD NACIONAL-UNIDAD,4
5,2,10,50210011,3,ADOLFO RAMON SUPERLANO,4,VOLUNTAD POPULAR ACTIVISTAS,0
5,2,10,50210011,3,PEDRO JOSE DIAZ BAPTISTA,1,MOVIMIENTO ECOLÓGICO DE VENEZUELA ,1
5,2,10,50210011,3,JESUS LEONARDO MACABEO LUCENA,0,ALIANZA DEL LÁPIZ PARTIDO POPULAR,0
5,2,10,50210011,2,SERGIO RAMON GARRIDO QUINTERO,201,MESA DE LA UNIDAD DEMOCRÁTICA,191
5,2,10,50210011,2,SERGIO RAMON GARRIDO QUINTERO,201,PARTIDO UNIÓN Y ENTENDIMIENTO,3
5,2,10,50210011,2,SERGIO RAMON GARRIDO QUINTERO,201,UNIÓN PARA EL PROGRESO,3
5,2,10,50210011,2,SERGIO RAMON GARRIDO QUINTERO,201,MOVIMIENTO AL SOCIALISMO ,2
5,2,10,50210011,2,SERGIO RAMON GARRIDO QUINTERO,201,CONVERGENCIA,1
5,2,10,50210011,2,SERGIO RAMON GARRIDO QUINTERO,201,MOVIMIENTO PROGRESISTA DE VENEZUELA,1
5,2,10,50210011,2,SERGIO RAMON GARRIDO QUINTERO,201,MOVIMIENTO CENTRADOS,0
5,2,10,50210011,2,JORGE ALBERTO ARREAZA MONTSERRAT,134,PARTIDO SOCIALISTA UNIDO DE VENEZUELA,119
5,2,10,50210011,2,JORGE ALBERTO ARREAZA MONTSERRAT,134,MOVIMIENTO SOMOS VENEZUELA,6
5,2,10,50210011,2,JORGE ALBERTO ARREAZA MONTSERRAT,134,POR LA DEMOCRACIA SOCIAL ,4
5,2,10,50210011,2,JORGE ALBERTO ARREAZA MONTSERRAT,134,TENDENCIAS UNIFICADAS PARA ALCANZAR EL MOVIMIENTO DE ACCIÓN REVOLUCIONARIA ORGANIZADA ,3
5,2,10,50210011,2,JORGE ALBERTO ARREAZA MONTSERRAT,134,UNIDAD POPULAR VENEZOLANA ,2
5,2,10,50210011,2,JORGE ALBERTO ARREAZA MONTSERRAT,134,ALIANZA PARA EL CAMBIO ,0
5,2,10,50210011,2,JORGE ALBERTO ARREAZA MONTSERRAT,134,PATRIA PARA TODOS ,0
5,2,10,50210011,2,JORGE ALBERTO ARREAZA MONTSERRAT,134,MOVIMIENTO ELECTORAL DEL PUEBLO ,0
5,2,10,50210011,2,JORGE ALBERTO ARREAZA MONTSERRAT,134,ORGANIZACIÓN RENOVADORA AUTENTICA ,0
5,2,10,50210011,2,CLAUDIO ELOY FERMIN MALDONADO,14,VENEZUELA UNIDA,5
5,2,10,50210011,2,CLAUDIO ELOY FERMIN MALDONADO,14,ACCIÓN DEMOCRÁTICA,3
5,2,10,50210011,2,CLAUDIO ELOY FERMIN MALDONADO,14,COMITÉ DE ORGANIZACIÓN POLÍTICA ELECTORAL  INDEPENDIENTE ,3
5,2,10,50210011,2,CLAUDIO ELOY FERMIN MALDONADO,14,ESPERANZA POR EL CAMBIO,1
5,2,10,50210011,2,CLAUDIO ELOY FERMIN MALDONADO,14,CAMBIEMOS MOVIMIENTO CIUDADANO,1
5,2,10,50210011,2,CLAUDIO ELOY FERMIN MALDONADO,14,SOLUCIONES POR VENEZUELA,1
5,2,10,50210011,2,CLAUDIO ELOY FERMIN MALDONADO,14,NUEVA VISIÓN PARA MI PAÍS,0
5,2,10,50210011,2,CLAUDIO ELOY FERMIN MALDONADO,14,COMPROMISO PAÍS,0
5,2,10,50210011,2,CLAUDIO ELOY FERMIN MALDONADO,14,PRIMERO VENEZUELA,0
5,2,10,50210011,2,CLAUDIO ELOY FERMIN MALDONADO,14,MOVIMIENTO REPUBLICANO,0
5,2,10,50210011,2,ADOLFO RAMON SUPERLANO,6,MOVIMIENTO DE INTEGRIDAD NACIONAL-UNIDAD,4
5,2,10,50210011,2,ADOLFO RAMON SUPERLANO,6,VOLUNTAD POPULAR ACTIVISTAS,2
5,2,10,50210011,2,PEDRO JOSE DIAZ BAPTISTA,0,MOVIMIENTO ECOLÓGICO DE VENEZUELA ,0
5,2,10,50210011,2,JESUS LEONARDO MACABEO LUCENA,0,ALIANZA DEL LÁPIZ PARTIDO POPULAR,0
5,2,10,50210011,1,SERGIO RAMON GARRIDO QUINTERO,202,MESA DE LA UNIDAD DEMOCRÁTICA,195
5,2,10,50210011,1,SERGIO RAMON GARRIDO QUINTERO,202,UNIÓN PARA EL PROGRESO,3
5,2,10,50210011,1,SERGIO RAMON GARRIDO QUINTERO,202,MOVIMIENTO AL SOCIALISMO ,2
5,2,10,50210011,1,SERGIO RAMON GARRIDO QUINTERO,202,MOVIMIENTO PROGRESISTA DE VENEZUELA,1
5,2,10,50210011,1,SERGIO RAMON GARRIDO QUINTERO,202,CONVERGENCIA,1
5,2,10,50210011,1,SERGIO RAMON GARRIDO QUINTERO,202,MOVIMIENTO CENTRADOS,0
5,2,10,50210011,1,SERGIO RAMON GARRIDO QUINTERO,202,PARTIDO UNIÓN Y ENTENDIMIENTO,0
5,2,10,50210011,1,JORGE ALBERTO ARREAZA MONTSERRAT,169,PARTIDO SOCIALISTA UNIDO DE VENEZUELA,139
5,2,10,50210011,1,JORGE ALBERTO ARREAZA MONTSERRAT,169,MOVIMIENTO SOMOS VENEZUELA,8
5,2,10,50210011,1,JORGE ALBERTO ARREAZA MONTSERRAT,169,MOVIMIENTO ELECTORAL DEL PUEBLO ,8
5,2,10,50210011,1,JORGE ALBERTO ARREAZA MONTSERRAT,169,TENDENCIAS UNIFICADAS PARA ALCANZAR EL MOVIMIENTO DE ACCIÓN REVOLUCIONARIA ORGANIZADA ,4
5,2,10,50210011,1,JORGE ALBERTO ARREAZA MONTSERRAT,169,PATRIA PARA TODOS ,4
5,2,10,50210011,1,JORGE ALBERTO ARREAZA MONTSERRAT,169,POR LA DEMOCRACIA SOCIAL ,3
5,2,10,50210011,1,JORGE ALBERTO ARREAZA MONTSERRAT,169,ALIANZA PARA EL CAMBIO ,2
5,2,10,50210011,1,JORGE ALBERTO ARREAZA MONTSERRAT,169,UNIDAD POPULAR VENEZOLANA ,1
5,2,10,50210011,1,JORGE ALBERTO ARREAZA MONTSERRAT,169,ORGANIZACIÓN RENOVADORA AUTENTICA ,0
5,2,10,50210011,1,CLAUDIO ELOY FERMIN MALDONADO,9,ACCIÓN DEMOCRÁTICA,4
5,2,10,50210011,1,CLAUDIO ELOY FERMIN MALDONADO,9,SOLUCIONES POR VENEZUELA,2
5,2,10,50210011,1,CLAUDIO ELOY FERMIN MALDONADO,9,ESPERANZA POR EL CAMBIO,1
5,2,10,50210011,1,CLAUDIO ELOY FERMIN MALDONADO,9,COMITÉ DE ORGANIZACIÓN POLÍTICA ELECTORAL  INDEPENDIENTE ,1
5,2,10,50210011,1,CLAUDIO ELOY FERMIN MALDONADO,9,VENEZUELA UNIDA,1
5,2,10,50210011,1,CLAUDIO ELOY FERMIN MALDONADO,9,PRIMERO VENEZUELA,0
5,2,10,50210011,1,CLAUDIO ELOY FERMIN MALDONADO,9,CAMBIEMOS MOVIMIENTO CIUDADANO,0
5,2,10,50210011,1,CLAUDIO ELOY FERMIN MALDONADO,9,MOVIMIENTO REPUBLICANO,0
5,2,10,50210011,1,CLAUDIO ELOY FERMIN MALDONADO,9,NUEVA VISIÓN PARA MI PAÍS,0
5,2,10,50210011,1,CLAUDIO ELOY FERMIN MALDONADO,9,COMPROMISO PAÍS,0
5,2,10,50210011,1,ADOLFO RAMON SUPERLANO,3,MOVIMIENTO DE INTEGRIDAD NACIONAL-UNIDAD,3
5,2,10,50210011,1,ADOLFO RAMON SUPERLANO,3,VOLUNTAD POPULAR ACTIVISTAS,0
5,2,10,50210011,1,PEDRO JOSE DIAZ BAPTISTA,0,MOVIMIENTO ECOLÓGICO DE VENEZUELA ,0
5,2,10,50210011,1,JESUS LEONARDO MACABEO LUCENA,0,ALIANZA DEL LÁPIZ PARTIDO POPULAR,0
5,2,10,50210012,1,JORGE ALBERTO ARREAZA MONTSERRAT,122,PARTIDO SOCIALISTA UNIDO DE VENEZUELA,105
5,2,10,50210012,1,JORGE ALBERTO ARREAZA MONTSERRAT,122,MOVIMIENTO SOMOS VENEZUELA,6
5,2,10,50210012,1,JORGE ALBERTO ARREAZA MONTSERRAT,122,POR LA DEMOCRACIA SOCIAL ,3
5,2,10,50210012,1,JORGE ALBERTO ARREAZA MONTSERRAT,122,UNIDAD POPULAR VENEZOLANA ,2
5,2,10,50210012,1,JORGE ALBERTO ARREAZA MONTSERRAT,122,MOVIMIENTO ELECTORAL DEL PUEBLO ,2
5,2,10,50210012,1,JORGE ALBERTO ARREAZA MONTSERRAT,122,TENDENCIAS UNIFICADAS PARA ALCANZAR EL MOVIMIENTO DE ACCIÓN REVOLUCIONARIA ORGANIZADA ,2
5,2,10,50210012,1,JORGE ALBERTO ARREAZA MONTSERRAT,122,ALIANZA PARA EL CAMBIO ,1
5,2,10,50210012,1,JORGE ALBERTO ARREAZA MONTSERRAT,122,PATRIA PARA TODOS ,1
5,2,10,50210012,1,JORGE ALBERTO ARREAZA MONTSERRAT,122,ORGANIZACIÓN RENOVADORA AUTENTICA ,0
5,2,10,50210012,1,SERGIO RAMON GARRIDO QUINTERO,116,MESA DE LA UNIDAD DEMOCRÁTICA,108
5,2,10,50210012,1,SERGIO RAMON GARRIDO QUINTERO,116,MOVIMIENTO PROGRESISTA DE VENEZUELA,3
5,2,10,50210012,1,SERGIO RAMON GARRIDO QUINTERO,116,MOVIMIENTO AL SOCIALISMO ,2
5,2,10,50210012,1,SERGIO RAMON GARRIDO QUINTERO,116,PARTIDO UNIÓN Y ENTENDIMIENTO,1
5,2,10,50210012,1,SERGIO RAMON GARRIDO QUINTERO,116,MOVIMIENTO CENTRADOS,1
5,2,10,50210012,1,SERGIO RAMON GARRIDO QUINTERO,116,UNIÓN PARA EL PROGRESO,1
5,2,10,50210012,1,SERGIO RAMON GARRIDO QUINTERO,116,CONVERGENCIA,0
5,2,10,50210012,1,ADOLFO RAMON SUPERLANO,5,MOVIMIENTO DE INTEGRIDAD NACIONAL-UNIDAD,3
5,2,10,50210012,1,ADOLFO RAMON SUPERLANO,5,VOLUNTAD POPULAR ACTIVISTAS,2
5,2,10,50210012,1,CLAUDIO ELOY FERMIN MALDONADO,3,VENEZUELA UNIDA,1
5,2,10,50210012,1,CLAUDIO ELOY FERMIN MALDONADO,3,COMITÉ DE ORGANIZACIÓN POLÍTICA ELECTORAL  INDEPENDIENTE ,1
5,2,10,50210012,1,CLAUDIO ELOY FERMIN MALDONADO,3,SOLUCIONES POR VENEZUELA,1
5,2,10,50210012,1,CLAUDIO ELOY FERMIN MALDONADO,3,NUEVA VISIÓN PARA MI PAÍS,0
5,2,10,50210012,1,CLAUDIO ELOY FERMIN MALDONADO,3,COMPROMISO PAÍS,0
5,2,10,50210012,1,CLAUDIO ELOY FERMIN MALDONADO,3,ESPERANZA POR EL CAMBIO,0
